id,establishments,%chg_lq_estabishments
54487,726,15.58
54488,704,15.97
54489,720,15.8
54490,732,16.05
54491,748,15.93
54492,754,16.06
54493,758,15.93
54494,766,15.99
54495,770,16.11
54496,768,15.97
54497,742,16.57
54498,728,17.02
54499,726,17.28
54500,724,17.52
54501,722,17.67
54502,750,17.19
54503,4814,6.15
54504,4900,6.06
54505,4858,6.12
54506,4906,6.12
54507,4846,6.09
54508,4890,6.07
54509,4928,6.12
54510,4882,6.14
54511,4922,6.19
54512,4948,6.14
54513,4972,6.12
54514,4916,6.22
54515,4946,6.25
54516,4960,6.32
54517,4962,6.38
54518,5016,6.4
54519,5176,6.28
54520,4032,7.24
54521,4080,7.23
54522,4088,7.28
54523,4130,7.29
54524,4128,7.21
54525,4132,7.27
54526,4182,7.29
54527,4090,7.32
54528,4104,7.39
54529,4134,7.44
54530,4184,7.45
54531,4164,7.52
54532,4184,7.56
54533,4226,7.59
54534,4214,7.61
54535,4252,7.6
54536,4330,7.54
54537,1372,9.63
54538,1384,9.71
54539,1372,9.99
54540,1390,9.97
54541,1364,10.13
54542,1358,10.27
54543,1366,10.58
54544,1330,10.78
54545,1332,11.07
54546,1356,11.05
54547,1366,10.91
54548,1354,10.68
54549,1364,10.48
54550,1358,10.92
54551,1336,11.19
54552,1348,11.07
54553,1382,11.19
54554,2074,10.78
54555,2076,10.78
54556,2100,10.94
54557,2116,10.95
54558,2098,10.95
54559,2108,11.01
54560,2112,11.08
54561,2070,11.19
54562,2080,11.27
54563,2096,11.34
54564,2086,11.41
54565,2084,11.24
54566,2096,11.14
54567,2100,11.42
54568,2080,11.65
54569,2066,12.04
54570,2102,11.92
54571,5674,5.98
54572,5698,6.06
54573,5654,6.14
54574,5706,6.09
54575,5608,6.27
54576,5696,6.26
54577,5704,6.31
54578,5622,6.36
54579,5664,6.39
54580,5730,6.42
54581,5794,6.39
54582,5730,6.43
54583,5732,6.5
54584,5766,6.54
54585,5762,6.67
54586,5808,6.69
54587,5912,6.64
54588,1018,11.43
54589,1032,11.38
54590,1016,11.51
54591,1010,11.67
54592,1030,12.09
54593,1036,12.15
54594,1054,12.16
54595,1034,12.32
54596,1036,12.44
54597,1036,12.95
54598,1034,12.84
54599,1014,12.82
54600,1008,12.7
54601,1018,12.64
54602,1012,12.82
54603,1016,12.87
54604,1046,12.62
54605,1586,11.52
54606,1604,11.5
54607,1616,11.6
54608,1642,11.53
54609,1626,11.65
54610,1640,11.67
54611,1640,11.85
54612,1638,11.83
54613,1646,11.92
54614,1648,12.06
54615,1674,11.89
54616,1650,12.12
54617,1642,12.28
54618,1658,12.35
54619,1634,12.64
54620,1614,12.76
54621,1646,12.62
54622,1420,12.4
54623,1438,12.35
54624,1422,12.67
54625,1444,12.61
54626,1414,12.78
54627,1444,12.67
54628,1434,12.94
54629,1422,12.98
54630,1438,13.03
54631,1478,12.89
54632,1504,12.68
54633,1490,12.86
54634,1498,12.94
54635,1522,12.92
54636,1516,13.11
54637,1518,12.99
54638,1580,12.89
54639,1960,7.88
54640,1984,7.85
54641,1970,7.88
54642,2004,7.9
54643,1962,7.85
54644,1988,7.85
54645,1984,7.95
54646,1968,8.18
54647,1990,8.19
54648,1994,8.27
54649,1984,8.25
54650,1922,8.5
54651,1920,8.59
54652,1926,8.66
54653,1900,8.77
54654,1896,8.81
54655,1962,8.64
54656,5884,5.64
54657,5996,5.67
54658,6018,5.65
54659,6104,5.62
54660,6046,5.65
54661,6146,5.63
54662,6182,5.66
54663,6124,5.69
54664,6224,5.69
54665,6282,5.71
54666,6322,5.7
54667,6212,5.8
54668,6238,5.84
54669,6344,5.84
54670,6316,5.91
54671,6406,5.98
54672,6596,5.88
54673,1172,12.42
54674,1194,12.32
54675,1196,12.31
54676,1214,12.27
54677,1206,12.36
54678,1206,12.37
54679,1222,12.42
54680,1198,12.59
54681,1220,12.54
54682,1234,12.58
54683,1242,12.44
54684,1204,12.44
54685,1200,12.59
54686,1200,12.43
54687,1198,12.58
54688,1160,13.01
54689,1210,12.62
54690,7026,4.61
54691,7110,4.6
54692,7110,4.65
54693,7212,4.61
54694,7154,4.64
54695,7234,4.64
54696,7258,4.68
54697,7178,4.7
54698,7298,4.69
54699,7356,4.71
54700,7442,4.68
54701,7284,4.76
54702,7284,4.8
54703,7362,4.81
54704,7292,4.87
54705,7356,4.86
54706,7540,4.8
54707,26856,3.47
54708,27220,3.47
54709,27146,3.47
54710,27526,3.47
54711,27156,3.49
54712,27460,3.5
54713,27666,3.52
54714,27120,3.56
54715,27276,3.56
54716,27572,3.57
54717,27874,3.57
54718,27420,3.61
54719,27448,3.63
54720,27662,3.64
54721,27480,3.68
54722,27620,3.69
54723,28424,3.65
54724,2650,9.81
54725,2698,9.73
54726,2696,9.87
54727,2742,9.8
54728,2692,10
54729,2714,10.03
54730,2714,10.17
54731,2666,10.3
54732,2688,10.34
54733,2700,10.43
54734,2716,10.42
54735,2674,10.61
54736,2678,10.6
54737,2662,10.77
54738,2658,10.9
54739,2646,10.86
54740,2732,10.63
54741,1018,11.43
54742,1030,11.41
54743,1032,11.7
54744,1042,11.69
54745,1028,11.97
54746,1046,11.91
54747,1038,12.45
54748,1018,12.62
54749,1032,12.62
54750,1048,12.63
54751,1058,12.38
54752,1052,12.52
54753,1056,12.31
54754,1068,12.35
54755,1062,12.54
54756,1082,12.41
54757,1110,12.22
54758,7732,5.01
54759,7836,5
54760,7822,5.03
54761,7874,5
54762,7798,5.08
54763,7910,5.08
54764,7918,5.13
54765,7822,5.07
54766,7902,5.08
54767,7998,5.11
54768,8126,5.08
54769,8064,5.11
54770,8076,5.2
54771,8118,5.23
54772,8076,5.26
54773,8150,5.26
54774,8386,5.18
54775,4034,7
54776,4076,6.99
54777,4094,7.03
54778,4134,6.96
54779,4074,7.05
54780,4144,7.02
54781,4190,7.05
54782,4116,7.04
54783,4168,7.05
54784,4194,7.09
54785,4232,7.05
54786,4174,6.99
54787,4200,7.15
54788,4216,7.2
54789,4186,7.29
54790,4118,7.43
54791,4240,7.21
54792,32182,2.62
54793,31608,2.63
54794,31710,2.63
54795,29614,2.68
54796,32244,2.68
54797,33536,2.67
54798,35838,2.66
54799,39156,2.61
54800,42002,2.62
54801,45706,2.6
54802,49668,2.56
54803,55656,2.51
54804,62480,2.49
54805,68538,2.48
54806,70642,2.48
54807,70916,2.49
54808,67068,2.54
54809,2680,6.93
54810,2714,6.8
54811,2750,6.73
54812,2762,6.76
54813,2788,6.9
54814,2830,6.98
54815,2820,7.08
54816,2808,7.08
54817,2872,7.05
54818,2936,7.01
54819,2980,6.9
54820,3054,6.72
54821,3162,6.62
54822,3244,6.55
54823,3290,6.76
54824,3310,6.75
54825,3320,6.76
54826,924,15.11
54827,942,14.98
54828,942,15.69
54829,950,15.72
54830,954,15.69
54831,964,15.69
54832,966,15.91
54833,986,15.89
54834,1000,15.89
54835,1000,16.1
54836,1008,15.91
54837,1012,15.96
54838,1024,15.97
54839,1028,16.1
54840,1028,15.91
54841,1022,16.47
54842,1026,16.25
54843,3688,6.64
54844,3692,6.77
54845,3660,6.57
54846,3696,6.65
54847,3704,6.49
54848,3746,6.57
54849,3776,6.62
54850,3762,6.62
54851,3810,6.64
54852,3838,6.67
54853,3876,6.7
54854,3868,6.78
54855,3958,6.78
54856,4014,6.76
54857,4042,6.96
54858,4052,6.99
54859,4092,6.96
54860,1332,12.56
54861,1342,12.58
54862,1350,12.72
54863,1350,12.83
54864,1354,13.03
54865,1368,13.26
54866,1370,13.44
54867,1360,13.7
54868,1374,13.75
54869,1384,13.85
54870,1370,13.83
54871,1366,13.96
54872,1370,13.84
54873,1370,13.99
54874,1364,14.06
54875,1376,14.04
54876,1384,14.04
54877,1192,9.92
54878,1214,9.86
54879,1236,9.99
54880,1250,10
54881,1232,10.11
54882,1226,10.24
54883,1218,10.44
54884,1206,10.5
54885,1224,10.75
54886,1230,10.83
54887,1236,10.52
54888,1218,10.47
54889,1252,10.34
54890,1284,10.21
54891,1278,10.46
54892,1300,10.36
54893,1320,10.29
54894,614,16.25
54895,628,16.06
54896,630,16.48
54897,632,16.59
54898,624,16.33
54899,640,16.13
54900,638,15.87
54901,630,16
54902,642,15.93
54903,654,15.89
54904,662,14.97
54905,660,15.11
54906,688,14.73
54907,704,14.6
54908,696,14.91
54909,704,15.05
54910,710,15.01
54911,3440,9.41
54912,3468,9.42
54913,3444,9.11
54914,3498,9.07
54915,3504,9.06
54916,3514,9.12
54917,3522,9.23
54918,3530,9.28
54919,3550,9.38
54920,3556,9.36
54921,3586,9.36
54922,3622,9.24
54923,3704,9.18
54924,3732,9.24
54925,3722,9.44
54926,3726,9.48
54927,3760,9.54
54928,904,14.93
54929,904,15.06
54930,896,15.47
54931,906,15.46
54932,914,15.36
54933,908,15.61
54934,908,15.52
54935,916,15.68
54936,920,16.14
54937,938,16.08
54938,944,15.88
54939,944,15.98
54940,964,15.85
54941,976,15.87
54942,964,16.21
54943,968,16.24
54944,990,16
54945,502,14.39
54946,506,13.82
54947,514,13.62
54948,526,13.49
54949,532,14.01
54950,530,14.2
54951,534,13.75
54952,516,14.12
54953,524,14.1
54954,536,14.01
54955,528,13.71
54956,544,13.46
54957,550,13.46
54958,554,13.51
54959,544,13.86
54960,546,13.89
54961,538,14.15
54962,984,11.13
54963,990,11.18
54964,1006,11.33
54965,1006,11.42
54966,1006,11.43
54967,1022,11.39
54968,1020,11.58
54969,1028,11.76
54970,1050,11.99
54971,1072,11.92
54972,1064,11.85
54973,1062,11.94
54974,1070,11.99
54975,1078,11.74
54976,1074,11.59
54977,1092,11.62
54978,1098,11.62
54979,7448,7.73
54980,7518,7.78
54981,7584,7.53
54982,7708,7.5
54983,7892,7.3
54984,7984,7.37
54985,8112,7.4
54986,8130,7.37
54987,8310,7.33
54988,8458,7.35
54989,8618,7.31
54990,8692,7.24
54991,8970,7.14
54992,9140,7.06
54993,9200,7.14
54994,9272,7.26
54995,9420,7.11
54996,1816,10.86
54997,1856,10.74
54998,1870,10.82
54999,1880,10.87
55000,1880,11.04
55001,1918,10.95
55002,1956,10.93
55003,2006,10.74
55004,2058,10.65
55005,2112,10.54
55006,2130,10.62
55007,2182,10.48
55008,2238,10.37
55009,2310,10.05
55010,2310,9.84
55011,2328,10.14
55012,2370,10.05
55013,7020,5.47
55014,7094,5.47
55015,7102,5.3
55016,7142,5.41
55017,7152,5.41
55018,7198,5.48
55019,7222,5.53
55020,7206,5.58
55021,7280,5.62
55022,7326,5.61
55023,7386,5.61
55024,7372,5.63
55025,7522,5.58
55026,7646,5.57
55027,7714,5.57
55028,7802,5.56
55029,7858,5.55
55030,270,24.71
55031,270,24.92
55032,260,25.75
55033,260,26.01
55034,254,26.62
55035,258,27.83
55036,254,28.71
55037,248,27.86
55038,254,29
55039,256,29.17
55040,256,28.26
55041,240,30.24
55042,238,30.82
55043,244,31.76
55044,240,31.29
55045,248,30.52
55046,248,32.02
55047,3106,7.77
55048,3122,7.79
55049,3140,7.36
55050,3184,7.34
55051,3216,7.29
55052,3274,7.27
55053,3338,7.25
55054,3380,7.2
55055,3448,7.21
55056,3484,7.13
55057,3534,7.16
55058,3560,7.05
55059,3668,7.07
55060,3692,7.09
55061,3720,7.09
55062,3718,7.21
55063,3760,7.18
55064,810,13.78
55065,800,14.04
55066,808,14.27
55067,816,14.29
55068,802,14.11
55069,804,14.21
55070,804,14.42
55071,798,14.48
55072,820,14.32
55073,818,14.52
55074,818,14.16
55075,828,14.12
55076,836,14.14
55077,824,14.31
55078,824,14.47
55079,818,14.64
55080,832,14.89
55081,2832,7.47
55082,2860,7.47
55083,2882,7.62
55084,2900,7.64
55085,2906,7.68
55086,2950,7.66
55087,2968,7.77
55088,2984,7.8
55089,3054,7.75
55090,3104,7.74
55091,3140,7.66
55092,3202,7.6
55093,3262,7.56
55094,3318,7.53
55095,3294,7.65
55096,3334,7.61
55097,3396,7.54
55098,1068,11.81
55099,1082,11.51
55100,1098,11.64
55101,1102,11.97
55102,1102,11.99
55103,1106,12.07
55104,1118,12.14
55105,1114,12.13
55106,1134,12.07
55107,1140,12.16
55108,1132,12.11
55109,1124,12.25
55110,1146,12.18
55111,1178,12.02
55112,1202,11.95
55113,1218,11.99
55114,1228,12.24
55115,3230,8.08
55116,3224,8.24
55117,3208,8.04
55118,3242,8.05
55119,3234,7.97
55120,3244,8.11
55121,3260,8.38
55122,3242,8.49
55123,3272,8.48
55124,3288,8.68
55125,3280,8.52
55126,3292,8.54
55127,3338,8.55
55128,3362,8.66
55129,3354,8.66
55130,3382,8.75
55131,3414,8.77
55132,4866,4.1
55133,4890,4.19
55134,4922,4.22
55135,4980,4.15
55136,5016,4.08
55137,5128,4.06
55138,5242,4.04
55139,5364,3.87
55140,5532,3.83
55141,5616,3.83
55142,5692,3.79
55143,5762,3.71
55144,5854,3.77
55145,5902,3.71
55146,5970,3.72
55147,5986,3.73
55148,6040,3.71
55149,1542,9.91
55150,1534,10.03
55151,1524,10.46
55152,1540,10.47
55153,1548,10.24
55154,1556,10.29
55155,1552,10.46
55156,1552,10.63
55157,1606,10.26
55158,1624,10.48
55159,1618,10.44
55160,1660,10.3
55161,1706,10.17
55162,1746,10.07
55163,1736,10.41
55164,1740,10.26
55165,1754,10.24
55166,888,11.63
55167,882,11.78
55168,888,12.06
55169,878,12.3
55170,872,12.38
55171,884,12.35
55172,868,12.72
55173,868,12.7
55174,876,12.75
55175,872,12.94
55176,874,12.71
55177,862,12.94
55178,868,13
55179,876,13.02
55180,878,13.13
55181,886,13.1
55182,890,13.11
55183,552,17.48
55184,562,17.34
55185,574,17.57
55186,576,17.18
55187,568,17.41
55188,568,17.59
55189,566,17.7
55190,554,17.44
55191,548,17.82
55192,560,17.73
55193,550,17.65
55194,546,17.88
55195,548,18
55196,560,17.87
55197,560,17.83
55198,558,17.99
55199,562,18.54
55200,1262,9.94
55201,1238,10.73
55202,1238,10.85
55203,1228,11
55204,1190,11.02
55205,1176,11.51
55206,1158,11.84
55207,1148,11.58
55208,1160,11.61
55209,1150,12.13
55210,1142,12.48
55211,1098,13.02
55212,1092,13.52
55213,1092,15.48
55214,1080,16.53
55215,1072,16.76
55216,1070,17.91
55217,21656,2.77
55218,22148,2.8
55219,22752,2.79
55220,23270,2.79
55221,24134,2.79
55222,24874,2.76
55223,25878,2.78
55224,27064,2.76
55225,28296,2.77
55226,29580,2.77
55227,31684,2.76
55228,33144,2.72
55229,34830,2.71
55230,37082,2.7
55231,38594,2.69
55232,40136,2.66
55233,41632,2.67
55234,128846,3.63
55235,129880,3.61
55236,131490,3.59
55237,133262,3.59
55238,131146,3.61
55239,132122,3.61
55240,133752,3.65
55241,131726,3.67
55242,132384,3.69
55243,133690,3.69
55244,135600,3.69
55245,132440,3.75
55246,135588,3.8
55247,138372,3.77
55248,140494,3.82
55249,141686,3.81
55250,140364,3.85
55251,168,14.36
55252,164,14.78
55253,168,14.5
55254,168,16.62
55255,162,17.2
55256,166,17
55257,168,17.08
55258,174,16.51
55259,172,16.9
55260,166,15.52
55261,162,13.84
55262,158,16.57
55263,162,16.39
55264,166,14.29
55265,170,14.14
55266,162,14.83
55267,160,17.15
55268,2314,12.72
55269,2316,12.8
55270,2348,12.97
55271,2376,12.96
55272,2338,13.09
55273,2360,13.36
55274,2376,13.48
55275,2330,13.52
55276,2350,13.61
55277,2360,13.86
55278,2412,13.62
55279,2352,14.16
55280,2404,14.04
55281,2442,13.96
55282,2504,14.2
55283,2540,13.8
55284,2522,13.55
55285,17002,8.26
55286,16994,8.36
55287,17112,8.41
55288,17202,8.22
55289,16618,8.61
55290,16610,8.53
55291,16672,8.63
55292,16532,8.72
55293,16588,8.73
55294,16534,8.72
55295,16636,8.62
55296,16108,8.94
55297,16490,8.87
55298,16876,8.88
55299,17160,8.63
55300,17442,8.6
55301,17090,8.79
55302,2666,9.12
55303,2682,9.14
55304,2708,9.18
55305,2742,9.16
55306,2730,9.32
55307,2752,9.3
55308,2802,9.24
55309,2786,9.27
55310,2840,9.11
55311,2836,9.1
55312,2906,8.95
55313,2800,8.96
55314,2908,8.93
55315,2960,8.91
55316,3008,8.88
55317,3046,8.97
55318,3008,9.23
55319,1732,7.69
55320,1738,7.72
55321,1762,7.83
55322,1796,7.77
55323,1760,7.9
55324,1778,7.91
55325,1806,7.91
55326,1826,7.83
55327,1852,7.64
55328,1872,7.85
55329,1908,7.67
55330,1836,8.39
55331,1876,8.33
55332,1914,8.29
55333,1950,8.25
55334,1962,8.26
55335,1954,8.33
55336,65742,3.19
55337,66412,3.18
55338,67252,3.16
55339,68446,3.15
55340,67978,3.15
55341,68922,3.16
55342,70150,3.15
55343,68904,3.17
55344,69640,3.17
55345,70510,3.18
55346,72060,3.17
55347,70618,3.23
55348,72458,3.34
55349,74182,3.32
55350,75466,3.31
55351,76028,3.31
55352,75718,3.33
55353,1624,15.27
55354,1632,15.32
55355,1666,15.7
55356,1662,15.9
55357,1632,16.17
55358,1638,16.1
55359,1626,16.45
55360,1598,16.67
55361,1592,16.91
55362,1604,17.02
55363,1612,16.95
55364,1512,18.23
55365,1528,18.47
55366,1564,18.33
55367,1580,18.26
55368,1614,18.07
55369,1566,19.13
55370,11038,4.65
55371,11148,4.65
55372,11314,4.63
55373,11478,4.61
55374,11302,4.67
55375,11486,4.64
55376,11742,4.64
55377,11512,4.68
55378,11616,4.68
55379,11766,4.68
55380,11998,4.66
55381,11716,4.72
55382,12002,4.78
55383,12218,4.8
55384,12518,4.77
55385,12494,4.73
55386,12538,4.77
55387,73830,5.54
55388,74576,5.54
55389,75612,5.55
55390,76426,5.54
55391,76196,5.54
55392,76892,5.57
55393,77480,5.6
55394,77280,5.59
55395,77762,5.62
55396,78568,5.67
55397,79462,5.68
55398,77430,5.79
55399,79840,5.72
55400,81908,5.65
55401,83574,5.62
55402,85540,5.55
55403,83518,5.65
55404,2416,7.15
55405,2464,7.08
55406,2480,7.18
55407,2486,7.16
55408,2470,7.21
55409,2472,7.27
55410,2486,7.32
55411,2432,7.3
55412,2436,7.36
55413,2438,7.44
55414,2462,7.31
55415,2352,7.59
55416,2416,7.5
55417,2474,7.47
55418,2520,7.59
55419,2572,7.52
55420,2520,7.68
55421,11494,11.44
55422,11782,11.31
55423,11900,11.28
55424,12058,11.19
55425,12092,11.23
55426,12298,11.1
55427,12344,11.2
55428,12196,11.4
55429,12204,11.58
55430,12336,11.69
55431,12350,11.68
55432,11858,12.33
55433,12176,12.24
55434,12428,12.15
55435,12580,12.04
55436,12660,12.02
55437,12438,12.23
55438,15598,5.9
55439,15700,5.91
55440,15924,5.9
55441,16200,5.89
55442,16286,5.8
55443,16406,5.8
55444,16456,5.91
55445,16344,5.91
55446,16308,5.95
55447,16414,6.01
55448,16486,6.07
55449,15880,6.29
55450,16604,6.18
55451,17150,6.11
55452,17538,6.06
55453,18214,5.93
55454,17860,6.02
55455,1462,17.22
55456,1476,17.21
55457,1492,17.57
55458,1508,17.28
55459,1540,17.19
55460,1538,17.48
55461,1548,17.42
55462,1530,17.63
55463,1552,17.63
55464,1542,17.64
55465,1540,17.53
55466,1490,17.93
55467,1532,17.89
55468,1554,17.63
55469,1572,17.4
55470,1572,17.75
55471,1596,17.82
55472,40554,7.2
55473,41378,7.15
55474,42294,7.12
55475,43024,7
55476,43170,6.91
55477,43978,6.87
55478,44866,6.84
55479,44760,6.89
55480,45370,6.89
55481,46216,6.9
55482,46988,6.84
55483,45982,7.02
55484,47554,6.92
55485,49062,6.83
55486,50158,6.78
55487,51192,6.71
55488,51028,6.74
55489,8334,9.3
55490,8454,9.23
55491,8628,9.36
55492,8824,9.38
55493,8916,9.11
55494,9008,9.05
55495,9074,9.23
55496,9048,9.27
55497,9082,9.32
55498,9170,9.36
55499,9272,9.42
55500,8964,9.73
55501,9276,9.67
55502,9596,9.56
55503,9834,9.6
55504,10128,9.39
55505,9898,9.54
55506,6406,4.85
55507,6426,4.91
55508,6496,4.93
55509,6520,4.94
55510,6304,5.05
55511,6244,5.09
55512,6254,5.15
55513,6128,5.2
55514,6058,5.29
55515,6068,5.32
55516,6076,5.33
55517,5798,5.49
55518,6084,5.36
55519,6308,5.31
55520,6444,5.29
55521,6624,5.24
55522,6542,5.33
55523,1436,30.47
55524,1458,30.51
55525,1474,31.15
55526,1500,31.16
55527,1468,30.98
55528,1496,30.83
55529,1490,31.28
55530,1472,31.31
55531,1472,31.96
55532,1478,32.5
55533,1476,32.41
55534,1408,34.68
55535,1436,34.39
55536,1462,33.8
55537,1498,33.51
55538,1528,32.17
55539,1502,31.97
55540,998728,3.17
55541,1006636,3.17
55542,1017682,3.17
55543,1035562,3.16
55544,1022320,3.17
55545,1032682,3.18
55546,1050964,3.17
55547,1033794,3.2
55548,1042032,3.2
55549,1054312,3.2
55550,1073826,3.19
55551,1039946,3.24
55552,1063360,3.24
55553,1085220,3.21
55554,1105628,3.19
55555,1116116,3.18
55556,1105234,3.21
55557,8878,7.59
55558,8978,7.64
55559,9114,7.66
55560,9182,7.71
55561,9166,7.67
55562,9300,7.76
55563,9346,7.75
55564,9278,7.78
55565,9376,7.92
55566,9464,7.92
55567,9640,7.9
55568,9416,8.14
55569,9728,8.01
55570,10054,7.93
55571,10260,7.78
55572,10568,7.61
55573,10442,7.71
55574,24686,3.92
55575,24864,3.91
55576,25140,3.93
55577,25496,3.92
55578,24972,3.95
55579,25212,3.95
55580,25560,3.97
55581,24940,3.98
55582,25154,4.02
55583,25396,4.01
55584,25748,4.04
55585,24884,4.13
55586,25240,4.1
55587,25546,4.14
55588,25960,4.13
55589,25746,4.14
55590,25648,4.16
55591,1064,13.28
55592,1076,12.62
55593,1090,12.75
55594,1120,12.55
55595,1128,12.49
55596,1124,12.65
55597,1140,12.69
55598,1116,12.88
55599,1126,12.62
55600,1140,12.66
55601,1148,12.17
55602,1092,13.1
55603,1138,12.79
55604,1176,12.27
55605,1200,11.87
55606,1234,11.67
55607,1238,11.69
55608,8496,5.99
55609,8510,6.03
55610,8594,6.02
55611,8642,6.06
55612,8482,6.16
55613,8484,6.19
55614,8538,6.22
55615,8348,6.25
55616,8364,6.27
55617,8384,6.35
55618,8412,6.44
55619,8108,6.71
55620,8292,6.69
55621,8534,6.61
55622,8640,6.59
55623,8764,6.57
55624,8662,6.66
55625,13420,4.69
55626,13450,4.71
55627,13582,4.71
55628,13732,4.7
55629,13840,4.7
55630,13986,4.7
55631,14096,4.71
55632,14140,4.7
55633,14196,4.72
55634,14382,4.7
55635,14562,4.7
55636,14156,4.82
55637,14602,4.77
55638,15006,4.75
55639,15480,4.69
55640,15888,4.67
55641,15726,4.72
55642,760,20.71
55643,766,20.73
55644,784,20.63
55645,786,20.92
55646,768,21.01
55647,780,20.93
55648,794,20.92
55649,794,20.85
55650,776,21.11
55651,784,21.21
55652,780,20.88
55653,740,21.86
55654,756,21.32
55655,770,20.79
55656,802,20.43
55657,818,19.88
55658,818,20.47
55659,1310,10.74
55660,1320,10.75
55661,1324,10.69
55662,1358,10.55
55663,1332,11.08
55664,1334,11.18
55665,1354,11.2
55666,1360,10.87
55667,1384,10.84
55668,1386,10.97
55669,1402,10.79
55670,1384,10.97
55671,1418,10.86
55672,1430,11.02
55673,1446,10.95
55674,1396,11.53
55675,1442,11.19
55676,28054,6.24
55677,28218,6.24
55678,28480,6.29
55679,28824,6.25
55680,28418,6.22
55681,28646,6.23
55682,28926,6.24
55683,28496,6.31
55684,28704,6.31
55685,28994,6.37
55686,29296,6.42
55687,28430,6.58
55688,29246,6.54
55689,29784,6.51
55690,30296,6.5
55691,30616,6.46
55692,30392,6.47
55693,11706,8.22
55694,11798,8.23
55695,11880,8.35
55696,11926,8.2
55697,11744,8.5
55698,11848,8.49
55699,11936,8.55
55700,11710,8.65
55701,11828,8.65
55702,11952,8.61
55703,12062,8.52
55704,11800,8.77
55705,12004,8.83
55706,12208,8.72
55707,12380,8.64
55708,12464,8.58
55709,12460,8.63
55710,7358,5.15
55711,7462,5.19
55712,7536,5.19
55713,7666,5.17
55714,7620,5.22
55715,7716,5.19
55716,7848,5.2
55717,7714,5.18
55718,7828,5.11
55719,7920,5.1
55720,8058,5.11
55721,7814,5.23
55722,7972,5.24
55723,8120,5.23
55724,8302,5.17
55725,8232,5.21
55726,8288,5.18
55727,246078,3.12
55728,248990,3.12
55729,253388,3.12
55730,258304,3.09
55731,254762,3.09
55732,258224,3.08
55733,264216,3.08
55734,260052,3.08
55735,263656,3.08
55736,267246,3.08
55737,273750,3.07
55738,266934,3.11
55739,273038,3.09
55740,278582,3.07
55741,284846,3.06
55742,285336,3.05
55743,285926,3.08
55744,26746,3.88
55745,27048,3.88
55746,27474,3.85
55747,27972,3.84
55748,27816,3.83
55749,28168,3.85
55750,28630,3.85
55751,28146,3.88
55752,28438,3.88
55753,28798,3.91
55754,29266,3.92
55755,28734,3.97
55756,29274,3.99
55757,29698,4
55758,30366,3.97
55759,30626,3.97
55760,30566,3.98
55761,1770,10.37
55762,1814,10.3
55763,1840,10.48
55764,1862,10.45
55765,1882,10.24
55766,1908,10.22
55767,1930,10.27
55768,1862,10.36
55769,1904,10.48
55770,1914,10.55
55771,1916,10.36
55772,1794,11.27
55773,1858,10.79
55774,1904,10.71
55775,1926,10.71
55776,1930,10.77
55777,1902,10.75
55778,134090,3.71
55779,135218,3.71
55780,137176,3.7
55781,140000,3.69
55782,140554,3.67
55783,142294,3.67
55784,144436,3.69
55785,143824,3.7
55786,145564,3.7
55787,146766,3.72
55788,148998,3.72
55789,144438,3.77
55790,149218,3.73
55791,153738,3.7
55792,157980,3.66
55793,161444,3.64
55794,160576,3.66
55795,120080,14.29
55796,121358,14.13
55797,123068,14.18
55798,124784,14.24
55799,125140,14.2
55800,126298,14.1
55801,128002,14.41
55802,127270,14.49
55803,128140,14.53
55804,129454,14.45
55805,130876,14.51
55806,127554,14.93
55807,130676,14.81
55808,133742,14.9
55809,136480,14.72
55810,138958,14.61
55811,137320,14.94
55812,3206,4.94
55813,3262,4.95
55814,3298,5.02
55815,3340,5
55816,3306,5.05
55817,3330,5.06
55818,3366,5.08
55819,3332,5.14
55820,3368,5.15
55821,3404,5.16
55822,3448,5.08
55823,3318,5.22
55824,3402,5.17
55825,3514,5.12
55826,3592,5.1
55827,3690,5.03
55828,3628,5.11
55829,122708,4.47
55830,124162,4.46
55831,126052,4.47
55832,127614,4.45
55833,128614,4.44
55834,130552,4.41
55835,132440,4.41
55836,132314,4.4
55837,133806,4.41
55838,134936,4.43
55839,137012,4.42
55840,133414,4.53
55841,137588,4.51
55842,141024,4.42
55843,143676,4.41
55844,146704,4.36
55845,144960,4.41
55846,225412,3.76
55847,227674,3.76
55848,230618,3.75
55849,234784,3.72
55850,231896,3.75
55851,234688,3.72
55852,238658,3.69
55853,234422,3.69
55854,236820,3.7
55855,240144,3.7
55856,245312,3.71
55857,239798,3.77
55858,244972,3.76
55859,250108,3.75
55860,255842,3.71
55861,256860,3.71
55862,256906,3.72
55863,121490,4.21
55864,122236,4.21
55865,123300,4.19
55866,124712,4.18
55867,122002,4.22
55868,122560,4.23
55869,123792,4.27
55870,121302,4.29
55871,122164,4.33
55872,123514,4.37
55873,124930,4.38
55874,121070,4.49
55875,123544,4.48
55876,125914,4.49
55877,127436,4.44
55878,128496,4.51
55879,127342,4.5
55880,36460,5.67
55881,36742,5.68
55882,37092,5.71
55883,37422,5.71
55884,37408,5.69
55885,37836,5.67
55886,38234,5.66
55887,38054,5.65
55888,38426,5.64
55889,38924,5.58
55890,39536,5.45
55891,38806,5.5
55892,39852,5.42
55893,40876,5.31
55894,41626,5.24
55895,42386,5.19
55896,41986,5.2
55897,20934,7.86
55898,20980,7.86
55899,21208,7.96
55900,21448,7.88
55901,21186,7.99
55902,21332,7.98
55903,21674,7.99
